AUC score: 0.84
         2021701 function calls (1934021 primitive calls) in 3.729 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2995(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 roc_curve.py:1(<module>)
      219    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
        1    0.000    0.000    0.000    0.000 linesearch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        6    0.000    0.000    0.000    0.000 numeric.py:2514(extend_all)
      129    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1155(__init__)
       76    0.000    0.000    0.000    0.000 inspect.py:2562(replace)
        1    0.000    0.000    0.000    0.000 hmn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cobyla.py:1(<module>)
     1482    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_relax_case)
        1    0.000    0.000    0.000    0.000 axis.py:35(Tick)
       30    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 _ranking.py:46(auc)
        1    0.000    0.000    0.000    0.000 confusion_matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Reconstruction.py:25(getDynamics)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1313(wrapper)
      648    0.000    0.000    0.000    0.000 fromnumeric.py:546(_swapaxes_dispatcher)
        1    0.000    0.000    0.000    0.000 mixing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coreviews.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:411(_get_config_or_cache_dir)
       23    0.000    0.000    0.000    0.000 pathlib.py:682(_parse_args)
        1    0.000    0.000    0.000    0.000 betweenness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bunch.py:33(_make_tuple_bunch)
        1    0.000    0.000    0.000    0.000 _label.py:9(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
       34    0.000    0.000    0.000    0.000 deprecation.py:392(<listcomp>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 release.py:1(<module>)
      240    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
        1    0.000    0.000    0.000    0.000 glm_distribution.py:1(<module>)
      407    0.000    0.000    0.000    0.000 pyparsing.py:3581(<genexpr>)
       71    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       15    0.000    0.000    0.000    0.000 abc.py:110(register)
       32    0.000    0.000    0.000    0.000 rcsetup.py:877(<genexpr>)
       27    0.000    0.000    0.000    0.000 pathlib.py:556(_select_from)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 det_curve.py:1(<module>)
     1054    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
        1    0.000    0.000    0.000    0.000 connected.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:4258(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 __init__.py:835(<dictcomp>)
        1    0.000    0.000    0.000    0.000 flinalg.py:5(<module>)
      9/3    0.000    0.000    0.000    0.000 pyparsing.py:4243(streamline)
      272    0.000    0.000    0.000    0.000 _distn_infrastructure.py:802(<genexpr>)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:388(<dictcomp>)
       40    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
        1    0.000    0.000    0.000    0.000 dviread.py:185(Dvi)
       27    0.000    0.000    0.000    0.000 artist.py:20(allow_rasterization)
       15    0.000    0.000    0.000    0.000 pathlib.py:702(_from_parts)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1359(SubplotTool)
       14    0.000    0.000    0.000    0.000 posixpath.py:373(abspath)
       46    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:354(_get_scalar_type_map)
  263/261    0.000    0.000    0.000    0.000 pyparsing.py:554(__init__)
        1    0.000    0.000    0.000    0.000 doccer.py:202(filldoc)
      126    0.000    0.000    0.000    0.000 colors.py:846(__init__)
       37    0.000    0.000    0.000    0.000 pyparsing.py:3339(parseImpl)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2292(__or__)
        1    0.000    0.000    0.000    0.000 doccer.py:228(unindent_dict)
        1    0.000    0.000    0.000    0.000 product.py:1(<module>)
        1    0.000    0.000    0.000    0.000 regular.py:1(<module>)
        1    0.000    0.000    0.000    0.000 efficiency_measures.py:1(<module>)
      254    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
      170    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
        6    0.000    0.000    0.000    0.000 colors.py:1406(_make_norm_from_scale)
       15    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:365(<dictcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:617(Axis)
        9    0.000    0.000    0.000    0.000 utils.py:130(_get_indent)
        1    0.000    0.000    0.000    0.000 richclub.py:1(<module>)
        1    0.000    0.000    0.000    0.000 art3d.py:283(Line3DCollection)
      6/5    0.000    0.000    0.000    0.000 pyparsing.py:4003(parseImpl)
       16    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(sum)
        1    0.000    0.000    0.000    0.000 quiver.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1725(__init__)
       27    0.000    0.000    0.000    0.000 pyparsing.py:5098(__init__)
       52    0.000    0.000    0.000    0.000 pyparsing.py:2826(__str__)
       14    0.000    0.000    0.000    0.000 doccer.py:236(unindent_string)
      917    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1031(get_filename)
        1    0.000    0.000    0.000    0.000 sparsifiers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2459(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nnls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        8    0.000    0.000    0.000    0.000 deprecation.py:252(wrapper)
       24    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1448(<dictcomp>)
     1389    0.000    0.000    0.000    0.000 version.py:420(_parse_letter_version)
       12    0.000    0.000    0.000    0.000 parse.py:372(urlparse)
       35    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
      222    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
        1    0.000    0.000    0.000    0.000 isoparser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tnc.py:25(<module>)
        1    0.000    0.000    0.000    0.000 release.py:128(get_info)
        1    0.000    0.000    0.000    0.000 scale.py:652(_get_scale_docs)
        1    0.000    0.000    0.000    0.000 mis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:269(LooseVersion)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3997(__init__)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 attracting.py:1(<module>)
       25    0.000    0.000    0.000    0.000 pyparsing.py:4841(__init__)
      538    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        1    0.000    0.000    0.000    0.000 current_flow_betweenness_subset.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4450(delimitedList)
       26    0.000    0.000    0.000    0.000 core.py:916(__init__)
      316    0.000    0.000    0.000    0.000 overrides.py:141(array_function_dispatch)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4236(__init__)
       85    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        1    0.000    0.000    0.000    0.000 multiline_adjlist.py:1(<module>)
      722    0.000    0.000    0.000    0.000 rcsetup.py:241(validator)
        2    0.000    0.000    0.000    0.000 extmath.py:663(_safe_accumulator_op)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(unique)
      358    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2123(sum)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
       32    0.000    0.000    0.000    0.000 contextlib.py:123(__exit__)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2870(__init__)
      263    0.000    0.000    0.000    0.000 pyparsing.py:545(__new__)
        8    0.000    0.000    0.000    0.000 deprecation.py:246(emit_warning)
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:1(<module>)
  112/108    0.000    0.000    0.000    0.000 pyparsing.py:372(__init__)
       63    0.000    0.000    0.000    0.000 pkgutil.py:406(get_importer)
        1    0.000    0.000    0.000    0.000 adjlist.py:1(<module>)
       41    0.000    0.000    0.000    0.000 rcsetup.py:49(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
       24    0.000    0.000    0.000    0.000 dviread.py:167(decorate)
        1    0.000    0.000    0.000    0.000 _subplots.py:9(SubplotBase)
       16    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 _encode.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:543(_find_module_shim)
        1    0.000    0.000    0.000    0.000 matching.py:11(<module>)
      6/4    0.000    0.000    0.000    0.000 typing.py:350(__getitem__)
        1    0.000    0.000    0.000    0.000 projections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:661(copy)
        1    0.000    0.000    0.000    0.000 coding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 non_randomness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3614(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 __init__.py:662(<dictcomp>)
       51    0.000    0.000    0.000    0.000 enum.py:582(_find_data_type)
        1    0.000    0.000    0.000    0.000 duplication.py:1(<module>)
       30    0.000    0.000    0.000    0.000 _methods.py:54(_any)
       14    0.000    0.000    0.000    0.000 enum.py:971(__or__)
        1    0.000    0.000    0.000    0.000 mathtext.py:401(MathTextParser)
        1    0.000    0.000    0.000    0.000 patches.py:640(Shadow)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1488(find_loader)
        1    0.000    0.000    0.000    0.000 joint_degree_seq.py:1(<module>)
        3    0.000    0.000    0.000    0.000 common.py:1(<module>)
  235/234    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 beamsearch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:700(TextArea)
       32    0.000    0.000    0.000    0.000 colors.py:377(<setcomp>)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 asyn_fluid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:381(_populate)
        6    0.000    0.000    0.000    0.000 deprecation.py:292(__set_name__)
        2    0.000    0.000    0.000    0.000 sysconfig.py:103(_safe_realpath)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:86(_CholeskySolver)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lsap.py:12(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:22(Patch)
      131    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 path.py:23(Path)
      151    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(isclose)
        3    0.000    0.000    0.000    0.000 random.py:117(__init__)
       42    0.000    0.000    0.000    0.000 pyparsing.py:946(copy)
       20    0.000    0.000    0.000    0.000 colors.py:1068(reversed)
        1    0.000    0.000    0.000    0.000 pathlib.py:486(_make_selector)
       25    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
       38    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
      151    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       40    0.000    0.000    0.000    0.000 colors.py:1028(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:2846(ArrowStyle)
     1326    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      227    0.000    0.000    0.000    0.000 rcsetup.py:137(validate_bool)
        4    0.000    0.000    0.000    0.000 __init__.py:500(gen_candidates)
        1    0.000    0.000    0.000    0.000 simple_paths.py:1(<module>)
        2    0.000    0.000    0.000    0.000 random.py:126(seed)
      639    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 nx_pydot.py:1(<module>)
        8    0.000    0.000    0.000    0.000 deprecation.py:455(<listcomp>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:163(_extend_dict)
        1    0.000    0.000    0.000    0.000 label_propagation.py:1(<module>)
        2    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
        1    0.000    0.000    0.000    0.000 group.py:1(<module>)
      324    0.000    0.000    0.000    0.000 fromnumeric.py:2633(_amax_dispatcher)
        1    0.000    0.000    0.000    0.000 reciprocity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:552(__init__)
        1    0.000    0.000    0.000    0.000 _data.py:220(MinMaxScaler)
        1    0.000    0.000    0.000    0.000 pajek.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 validation.py:305(check_consistent_length)
        4    0.000    0.000    0.000    0.000 arraysetops.py:138(unique)
      313    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
        5    0.000    0.000    0.000    0.000 backend_bases.py:1607(_check_savefig_extra_args)
       16    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
      221    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
     1320    0.000    0.000    0.000    0.000 inspect.py:2554(annotation)
        1    0.000    0.000    0.000    0.000 pathlib.py:324(compile_pattern)
      188    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
      888    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1472(<genexpr>)
        1    0.000    0.000    0.000    0.000 numeric.py:2257(isclose)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
      718    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
      219    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stoerwagner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1245(__iter__)
        4    0.000    0.000    0.000    0.000 typing.py:431(Union)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1544(Glue)
        1    0.000    0.000    0.000    0.000 patches.py:2410(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:1672(MemoizedZipManifests)
     1403    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 bethehessianmatrix.py:1(<module>)
      317    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1232(_recalculate)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4086(__str__)
      145    0.000    0.000    0.000    0.000 inspect.py:727(getmodule)
        1    0.000    0.000    0.000    0.000 radau.py:1(<module>)
       41    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:62(<genexpr>)
        1    0.000    0.000    0.000    0.000 recognition.py:1(<module>)
      917    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:841(create_module)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fad7a378c10}
        1    0.000    0.000    0.000    0.000 pool.py:10(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
      491    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 distance_regular.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gpickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
       41    0.000    0.000    0.000    0.000 rcsetup.py:61(<dictcomp>)
        1    0.000    0.000    0.000    0.000 quality.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:122(CallbackRegistry)
     1807    0.000    0.000    0.000    0.000 __init__.py:709(<lambda>)
        1    0.000    0.000    0.000    0.000 animation.py:400(FileMovieWriter)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(insert)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
      311    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
        1    0.000    0.000    0.000    0.000 exception.py:1(<module>)
       54    0.000    0.000    0.000    0.000 pyparsing.py:3370(__str__)
       12    0.000    0.000    0.000    0.000 __init__.py:1962(find_distributions)
        1    0.000    0.000    0.000    0.000 mycielski.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
      314    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
      348    0.000    0.000    0.000    0.000 fromnumeric.py:3444(_std_dispatcher)
       38    0.000    0.000    0.000    0.000 pathlib.py:752(__fspath__)
        1    0.000    0.000    0.000    0.000 gomory_hu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process.py:4(<module>)
      312    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
        1    0.000    0.000    0.000    0.000 nx_yaml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        7    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 degree_alg.py:1(<module>)
       30    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
        7    0.000    0.000    0.000    0.000 types.py:69(new_class)
      286    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
      134    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
      324    0.000    0.000    0.000    0.000 linalg.py:1911(_pinv_dispatcher)
        1    0.000    0.000    0.000    0.000 data.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
       60    0.000    0.000    0.000    0.000 deprecation.py:385(<genexpr>)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
      310    0.000    0.000    0.000    0.000 rcsetup.py:979(_convert_validator_spec)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        2    0.000    0.000    0.000    0.000 function_base.py:4567(insert)
        1    0.000    0.000    0.000    0.000 Basis.py:1(<module>)
       13    0.000    0.000    0.000    0.000 dataclasses.py:358(_recursive_repr)
        1    0.000    0.000    0.000    0.000 rcsetup.py:94(<listcomp>)
        1    0.000    0.000    0.000    0.000 category.py:1(<module>)
       16    0.000    0.000    0.000    0.000 getlimits.py:382(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:443(get_configdir)
        1    0.000    0.000    0.000    0.000 datetime.py:1594(datetime)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
       51    0.000    0.000    0.000    0.000 pathlib.py:742(__str__)
      160    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 roc_curve.py:10(RocCurveDisplay)
        1    0.000    0.000    0.000    0.000 __init__.py:323(<listcomp>)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
       76    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       22    0.000    0.000    0.000    0.000 pyparsing.py:2813(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6763(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 polar.py:775(PolarAxes)
        1    0.000    0.000    0.000    0.000 gridspec.py:580(SubplotSpec)
      432    0.000    0.000    0.000    0.000 colors.py:241(<genexpr>)
        1    0.000    0.000    0.000    0.000 tempfile.py:145(__next__)
      117    0.000    0.000    0.000    0.000 re.py:331(filter)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
      150    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 pathlib.py:1066(Path)
       32    0.000    0.000    0.000    0.000 numerictypes.py:358(issubdtype)
        4    0.000    0.000    0.000    0.000 arraysetops.py:320(_unique1d)
        1    0.000    0.000    0.000    0.000 precision_recall_curve.py:10(PrecisionRecallDisplay)
        2    0.000    0.000    0.000    0.000 __init__.py:528(_get_data_path)
        1    0.000    0.000    0.000    0.000 contextlib.py:489(__exit__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2765(Regex)
       19    0.000    0.000    0.000    0.000 _collections_abc.py:760(get)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _datasource.py:375(abspath)
        1    0.000    0.000    0.000    0.000 pagerank_alg.py:1(<module>)
      456    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
        1    0.000    0.000    0.000    0.000 threading.py:1294(__init__)
      166    0.000    0.000    0.000    0.000 colors.py:564(__init__)
        9    0.000    0.000    0.000    0.000 _datasource.py:263(_iszip)
        2    0.000    0.000    0.000    0.000 tokenize.py:388(open)
       18    0.000    0.000    0.000    0.000 core.py:992(__init__)
        1    0.000    0.000    0.000    0.000 kcomponents.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:734(__init__)
        1    0.000    0.000    0.000    0.000 convert_matrix.py:1(<module>)
      399    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
       28    0.000    0.000    0.000    0.000 locale.py:653(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4371(__init__)
      468    0.000    0.000    0.000    0.000 pyparsing.py:2153(__str__)
       31    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        1    0.000    0.000    0.000    0.000 nx_agraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:351(__init__)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 _function_transformer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1319(AnnotationBbox)
      656    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 lattice.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tree_isomorphism.py:1(<module>)
      556    0.000    0.000    0.000    0.000 _iotools.py:11(_decode_line)
        1    0.000    0.000    0.000    0.000 synchronize.py:10(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:269(Legend)
        1    0.000    0.000    0.000    0.000 confusion_matrix.py:12(ConfusionMatrixDisplay)
        1    0.000    0.000    0.000    0.000 internet_as_graphs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
       31    0.000    0.000    0.000    0.000 copyreg.py:103(_slotnames)
       29    0.000    0.000    0.000    0.000 __init__.py:1335(_fixupParents)
      137    0.000    0.000    0.000    0.000 _util.py:210(check_random_state)
      161    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 pyparsing.py:5329(delimitedList)
      432    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
      104    0.000    0.000    0.000    0.000 types.py:171(__get__)
      623    0.000    0.000    0.000    0.000 version.py:490(<lambda>)
      123    0.000    0.000    0.000    0.000 inspect.py:1746(_signature_get_user_defined_method)
        3    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:920(__init__)
        1    0.000    0.000    0.000    0.000 axis3d.py:5(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:581(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:4(<module>)
      916    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 semiconnected.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2986(__init__)
        1    0.000    0.000    0.000    0.000 _discretization.py:9(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1752(MetricInfo)
        1    0.000    0.000    0.000    0.000 capacityscaling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eigenvector.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
       41    0.000    0.000    0.000    0.000 inspect.py:1864(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 spectral_graph_forge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 jit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
      372    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
       12    0.000    0.000    0.000    0.000 parse.py:437(urlsplit)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2587(__eq__)
        3    0.000    0.000    0.000    0.000 pathlib.py:1138(home)
      324    0.000    0.000    0.000    0.000 linalg.py:1478(_svd_dispatcher)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:71(Fonts)
        1    0.000    0.000    0.000    0.000 networksimplex.py:1(<module>)
      312    0.000    0.000    0.000    0.000 __init__.py:637(__iter__)
        1    0.000    0.000    0.000    0.000 closeness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:182(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 __init__.py:462(get_cachedir)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1592(DraggableBase)
        1    0.000    0.000    0.000    0.000 pyplot.py:2326(<listcomp>)
        4    0.000    0.000    0.000    0.000 enum.py:928(_missing_)
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1402(__init__)
        1    0.000    0.000    0.000    0.000 d_separation.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:469(Optional)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
